FechaHora,C1,P2,L1,L2,D1,D2
24/05/2002 23:32:30.033000, 32156141.84809, 32156147.46309, -7248554.32809, -5560480.03209,     -981.36800,     -764.70300
24/05/2002 23:33:00.033000, 32161794.00609, 32161799.96109, -7218850.69409, -5537334.32209,     -999.10900,     -778.52700
24/05/2002 23:33:30.033000, 32167549.18509, 32167554.88209, -7188608.24309, -5513768.75209,    -1016.70700,     -792.23600
24/05/2002 23:34:00.033000, 32173406.78209, 32173412.02209, -7157825.82909, -5489782.45909,    -1035.63000,     -806.98300
24/05/2002 23:34:30.033000, 32179368.68209, 32179373.99209, -7126496.06609, -5465369.63609,    -1053.29000,     -820.74600
24/05/2002 23:35:00.033000, 32185431.83909, 32185437.70009, -7094633.35609, -5440541.54209,    -1070.88200,     -834.45200
24/05/2002 23:35:30.033000, 32191596.58309, 32191602.26809, -7062237.08509, -5415297.69809,    -1088.62200,     -848.27500
24/05/2002 23:36:00.033000, 32197863.36209, 32197868.88309, -7029305.61709, -5389636.79709,    -1106.99400,     -862.59300
24/05/2002 23:36:30.033000, 32204232.86609, 32204238.29309, -6995833.25309, -5363554.42009,    -1124.72600,     -876.41200
24/05/2002 23:37:00.033000, 32210703.58409, 32210709.59809, -6961827.64009, -5337056.53709,    -1142.62300,     -890.35700
24/05/2002 23:37:30.033000, 32217276.69009, 32217282.77409, -6927288.18709, -5310142.66509,    -1160.09300,     -903.96800
24/05/2002 23:38:00.033000, 32223951.38709, 32223956.73309, -6892212.03809, -5282810.60609,    -1178.40900,     -918.24300
24/05/2002 23:38:30.033000, 32230728.20909, 32230733.89409, -6856597.89809, -5255059.30909,    -1196.27200,     -932.16000
24/05/2002 23:39:00.033000, 32237607.30709, 32237613.09809, -6820447.42609, -5226890.09409,    -1213.93600,     -945.92300
24/05/2002 23:39:30.033000, 32244586.73509, 32244592.80809, -6783770.97109, -5198311.04009,    -1231.42800,     -959.55200
24/05/2002 23:40:00.033000, 32251667.38709, 32251673.50609, -6746561.07609, -5169316.31109,    -1249.34300,     -973.51600
24/05/2002 23:40:30.033000, 32258850.89909, 32258856.90109, -6708813.49209, -5139902.60809,    -1267.26400,     -987.47700
24/05/2002 23:41:00.033000, 32266135.10409, 32266140.56709, -6670534.34709, -5110074.69509,    -1284.89100,    -1001.21500
24/05/2002 23:41:30.033000, 32273520.24709, 32273525.71009, -6631725.71409, -5079834.18309,    -1301.98300,    -1014.53400
24/05/2002 23:42:00.033000, 32281005.07209, 32281010.35909, -6592392.22009, -5049184.69909,    -1319.73000,    -1028.36000
24/05/2002 23:42:30.033000, 32288589.13509, 32288594.93809, -6552538.16409, -5018129.59009,    -1337.08500,    -1041.88500
24/05/2002 23:43:00.033000, 32296273.70909, 32296279.62809, -6512154.99209, -4986662.17409,    -1355.20100,    -1056.00100
24/05/2002 23:43:30.033000, 32304059.35909, 32304065.17409, -6471239.28409, -4954779.80109,    -1372.81300,    -1069.72700
24/05/2002 23:44:00.033000, 32311946.10809, 32311951.52409, -6429796.37209, -4922486.61409,    -1390.11600,    -1083.20600
24/05/2002 23:44:30.033000, 32319932.35009, 32319938.22309, -6387827.64009, -4889783.69309,    -1407.51600,    -1096.76600
24/05/2002 23:45:00.033000, 32328018.04509, 32328023.67208, -6345337.73308, -4856674.67608,    -1425.40500,    -1110.70800
24/05/2002 23:45:30.033000, 32336204.03609, 32336209.53409, -6302320.01909, -4823154.37309,    -1442.58200,    -1124.09000
24/05/2002 23:46:00.033000, 32344489.78409, 32344495.71509, -6258776.57809, -4789224.40909,    -1460.15800,    -1137.78500
24/05/2002 23:46:30.033000, 32352875.71509, 32352881.52909, -6214709.29509, -4754886.26309,    -1477.52200,    -1151.31800
24/05/2002 23:47:00.033000, 32361360.39909, 32361365.88509, -6170121.19509, -4720142.28109,    -1494.87200,    -1164.83700
24/05/2002 23:47:30.033000, 32369943.38109, 32369949.32409, -6125016.70009, -4684995.91009,    -1512.13500,    -1178.28700
24/05/2002 23:48:00.033000, 32378624.55409, 32378630.46109, -6079398.47609, -4649449.24509,    -1529.37300,    -1191.72100
24/05/2002 23:48:30.033000, 32387405.40509, 32387411.34809, -6033254.70009, -4613493.05909,    -1546.91600,    -1205.39000
24/05/2002 23:49:00.033000, 32396285.93609, 32396291.87908, -5986586.55508, -4577128.26008,    -1564.46400,    -1219.06000
24/05/2002 23:49:30.033000, 32405265.30609, 32405271.21408, -5939399.82708, -4540359.39708,    -1581.24200,    -1232.13600
24/05/2002 23:50:00.033000, 32414341.65609, 32414347.16508, -5891702.49808, -4503192.64408,    -1598.37200,    -1245.48500
24/05/2002 23:50:30.033000, 32423515.71409, 32423521.52809, -5843493.07909, -4465626.86009,    -1615.43700,    -1258.78100
24/05/2002 23:51:00.033000, 32432785.49009, 32432791.35109, -5794779.83309, -4427668.48309,    -1632.35200,    -1271.96300
24/05/2002 23:51:30.033000, 32442153.46409, 32442159.11408, -5745550.72608, -4389308.14508,    -1649.58000,    -1285.38800
24/05/2002 23:52:00.033000, 32451619.34309, 32451624.65309, -5695807.43509, -4350547.13709,    -1666.97000,    -1298.93700
24/05/2002 23:52:30.033000, 32461181.92009, 32461187.89808, -5645554.39508, -4311388.92808,    -1683.59900,    -1311.89800
24/05/2002 23:53:00.033000, 32470842.43509, 32470848.40108, -5594789.58708, -4271831.92708,    -1701.00400,    -1325.45700
24/05/2002 23:53:30.033000, 32480600.26109, 32480606.18108, -5543513.23008, -4231876.33108,    -1717.80800,    -1338.55000
24/05/2002 23:54:00.033000, 32490453.40809, 32490459.02308, -5491733.56908, -4191528.54908,    -1734.57300,    -1351.61600
24/05/2002 23:54:30.033000, 32500404.57709, 32500410.46208, -5439440.12808, -4150780.41808,    -1751.63500,    -1364.91100
24/05/2002 23:55:00.033000, 32510452.32109, 32510457.71309, -5386640.00709, -4109637.46709,    -1768.14300,    -1377.77400
24/05/2002 23:55:30.033000, 32520594.98809, 32520600.65008, -5333340.27808, -4068105.20908,    -1784.82800,    -1390.77600
24/05/2002 23:56:00.033000, 32530833.54809, 32530839.33908, -5279534.45308, -4026178.58808,    -1801.81000,    -1404.00800
24/05/2002 23:56:30.033000, 32541166.87509, 32541173.02908, -5225232.76408, -3983865.58608,    -1818.81300,    -1417.25600
24/05/2002 23:57:00.033000, 32551595.46309, 32551601.18408, -5170430.45308, -3941162.47908,    -1834.99400,    -1429.86500
24/05/2002 23:57:30.033000, 32562118.74309, 32562123.84208, -5115129.43608, -3898070.78208,    -1851.75200,    -1442.92400
24/05/2002 23:58:00.033000, 32572737.42409, 32572743.11008, -5059327.91708, -3854589.07408,    -1868.45200,    -1455.93600
24/05/2002 23:58:30.033000, 32583450.56509, 32583456.69508, -5003030.75408, -3810721.15708,    -1884.83800,    -1468.70900
24/05/2002 23:59:00.033000, 32594256.83809, 32594262.37108, -4946243.21508, -3766471.13708,    -1901.20300,    -1481.46000
24/05/2002 23:59:30.033000, 32605154.75909, 32605160.16308, -4888973.35108, -3721845.26208,    -1916.98000,    -1493.75200
