Seconds,lpg2-27-L1,lpg2-27-L2,lpg2-27-C1,lpg2-27-P1,lpg2-27-P2,lpg2-02-L1,lpg2-02-L2,lpg2-02-C1,lpg2-02-P1,lpg2-02-P2,lpg2-08-L1,lpg2-08-L2,lpg2-08-C1,lpg2-08-P1,lpg2-08-P2,lpg2-10-L1,lpg2-10-L2,lpg2-10-C1,lpg2-10-P1,lpg2-10-P2,lpg2-28-L1,lpg2-28-L2,lpg2-28-C1,lpg2-28-P1,lpg2-28-P2,lpgs-27-L1,lpgs-27-L2,lpgs-27-C1,lpgs-27-P1,lpgs-27-P2,lpgs-02-L1,lpgs-02-L2,lpgs-02-C1,lpgs-02-P1,lpgs-02-P2,lpgs-08-L1,lpgs-08-L2,lpgs-08-C1,lpgs-08-P1,lpgs-08-P2,lpgs-10-L1,lpgs-10-L2,lpgs-10-C1,lpgs-10-P1,lpgs-10-P2,lpgs-28-L1,lpgs-28-L2,lpgs-28-C1,lpgs-28-P1,lpgs-28-P2
17280,-8676032.677,-6760542.702,22211535.490,22211536.136,22211535.428,,,,,,-11720142.952,-9132576.051,21411718.539,21411718.610,21411718.144,-13064688.126,-10180275.846,21662101.701,21662104.367,21662101.958,-23096020.968,-17996897.887,19871187.161,19871185.650,19871186.453,-10080443.537,-7854888.502,22211527.773,22211524.755,22211526.883,,,,,,-12105127.891,-9432564.600,21411708.449,21411706.562,21411708.174,419122.716,326589.139,21662098.889,21662095.624,21662097.495,-23691509.913,-18460915.523,19871179.637,19871175.919,19871179.162
17310,-8602804.181,-6703481.527,22225471.872,22225471.232,22225470.783,,,,,,-11679311.772,-9100759.543,21419488.430,21419488.715,21419488.015,-13023162.616,-10147918.310,21670004.592,21670005.835,21670003.748,-23096694.697,-17997422.869,19871059.149,19871057.378,19871058.192,-10007215.077,-7797827.375,22225461.838,22225459.592,22225461.924,,,,,,-12064296.793,-9400748.163,21419478.640,21419476.254,21419478.375,460648.239,358946.683,21670000.444,21669997.859,21669999.224,-23692183.905,-18461440.710,19871050.871,19871047.815,19871051.133
17340,-8529454.641,-6646326.056,22239428.199,22239428.773,22239428.488,,,,,,-11638363.007,-9068851.417,21427281.017,21427281.151,21427280.419,-12981114.165,-10115153.293,21678006.580,21678007.485,21678005.785,-23096779.543,-17997488.983,19871043.260,19871041.427,19871041.927,-9933873.647,-7740678.206,22239418.407,22239416.176,22239418.131,,,,,,-12023356.184,-9368846.390,21427269.352,21427266.758,21427269.093,502688.633,391705.437,21677999.965,21677998.055,21677999.650,-23692277.070,-18461513.305,19871033.735,19871030.118,19871033.395
17370,-8455981.077,-6589073.942,22253410.441,22253410.740,22253409.401,,,,,,-11597293.180,-9036848.959,21435095.892,21435096.514,21435095.437,-12938540.785,-10081979.225,21686108.421,21686108.811,21686107.191,-23096271.895,-17997093.414,19871139.360,19871137.852,19871138.600,-9860387.436,-7683416.244,22253401.900,22253400.494,22253401.676,,,,,,-11982273.773,-9336834.129,21435087.276,21435085.116,21435087.025,545274.696,424889.383,21686103.586,21686102.228,21686103.081,-23691757.009,-18461108.065,19871132.743,19871128.932,19871132.269
17400,-8382379.484,-6531722.064,22267415.752,22267416.467,22267415.169,,,,,,-11556098.726,-9004749.389,21442935.644,21442935.492,21442934.867,-12895440.416,-10048394.533,21694308.648,21694310.366,21694308.740,-23095168.540,-17996233.658,19871349.289,19871347.975,19871348.533,-9786783.937,-7626062.874,22267408.629,22267406.549,22267408.590,,,,,,-11941077.461,-9304733.108,21442926.254,21442924.531,21442925.815,588377.027,458475.612,21694306.155,21694304.033,21694305.201,-23690651.963,-18460246.991,19871342.813,19871339.235,19871342.419
17430,-8308657.139,-6474276.083,22281444.842,22281445.895,22281445.451,,,,,,-11514787.164,-8972558.563,21450796.587,21450796.869,21450796.053,-12851821.964,-10014406.116,21702610.683,21702611.271,21702609.642,-23093477.425,-17994915.903,19871670.377,19871669.557,19871670.304,-9713064.770,-7568619.360,22281437.468,22281434.564,22281436.927,,,,,,-11899769.130,-9272544.796,21450786.933,21450785.661,21450786.935,631992.357,492461.582,21702605.143,21702603.506,21702604.770,-23688964.243,-18458931.881,19871664.014,19871660.421,19871663.635
17460,-8234822.104,-6416742.298,22295495.134,22295495.582,22295495.393,,,,,,-11473366.239,-8940282.517,21458678.303,21458678.694,21458677.818,-12807695.196,-9980021.616,21711007.129,21711007.877,21711006.473,-23091206.531,-17993146.375,19872103.236,19872101.633,19872102.537,-9639221.542,-7511079.201,22295489.375,22295487.835,22295488.904,,,,,,-11858340.057,-9240262.396,21458671.124,21458668.699,21458670.128,676127.384,526852.512,21711004.290,21711002.329,21711003.537,-23686685.364,-18457156.131,19872098.013,19872094.029,19872097.179
17490,-8160856.721,-6359106.943,22309570.383,22309571.323,22309569.928,,,,,,-11431818.370,-8907907.550,21466585.200,21466585.192,21466584.382,-12763044.105,-9945228.566,21719504.411,21719504.812,21719503.501,-23088339.181,-17990912.076,19872648.483,19872647.524,19872647.945,-9565261.688,-7453448.141,22309563.152,22309560.675,22309562.637,,,,,,-11816797.763,-9207891.781,21466576.719,21466574.049,21466575.973,720772.982,561641.290,21719499.028,21719497.876,21719498.853,-23683823.772,-18454926.316,19872642.076,19872638.279,19872641.613
17520,-8086771.650,-6301378.302,22323668.988,22323668.360,22323668.376,,,,,,-11390154.052,-8875441.852,21474513.560,21474513.636,21474512.982,-12717881.041,-9910036.571,21728097.333,21728098.907,21728097.212,-23084886.227,-17988221.460,19873305.101,19873304.468,19873304.892,-9491179.791,-7395721.992,22323660.771,22323658.242,22323659.854,,,,,,-11775136.671,-9175428.595,21474505.010,21474501.676,21474504.073,765932.914,596830.848,21728093.809,21728091.565,21728093.007,-23680374.218,-18452238.350,19873298.585,19873294.931,19873298.136
17550,-8012560.379,-6243551.358,22337790.653,22337791.150,22337789.190,,,,,,-11348366.945,-8842880.473,21482465.611,21482465.523,21482464.946,-12672201.298,-9874441.964,21736791.737,21736791.412,21736790.278,-23080841.868,-17985070.011,19874075.134,19874074.079,19874074.575,-9416978.173,-7337902.542,22337781.379,22337778.709,22337780.803,,,,,,-11733359.244,-9142874.757,21482454.217,21482451.612,21482453.925,811603.089,632417.991,21736784.024,21736782.435,21736783.752,-23676339.702,-18449094.572,19874066.535,19874062.805,19874065.886
17580,-7938234.409,-6185635.003,22351934.610,22351934.552,22351933.661,,,,,,-11306468.300,-8810232.174,21490438.196,21490438.610,21490438.133,-12626018.152,-9838455.102,21745578.687,21745579.953,21745578.669,-23076218.066,-17981467.048,19874954.846,19874953.862,19874954.499,-9342650.819,-7279985.137,22351923.035,22351922.243,22351923.975,,,,,,-11691459.276,-9110225.430,21490427.223,21490424.958,21490426.761,857787.637,668405.953,21745572.736,21745570.675,21745572.181,-23671714.757,-18445490.716,19874946.453,19874942.824,19874946.361
17610,-7863787.627,-6127624.511,22366099.715,22366101.207,22366100.452,,,,,,-11264452.348,-8777492.477,21498432.817,21498434.101,21498432.591,-12579327.247,-9802072.582,21754463.957,21754465.386,21754463.682,-23071009.523,-17977408.440,19875946.389,19875944.985,19875945.861,-9268208.032,-7221977.775,22366089.787,22366087.747,22366089.604,,,,,,-11649447.389,-9077488.894,21498421.970,21498420.006,21498421.522,904474.580,704785.386,21754456.405,21754455.185,21754456.318,-23666510.438,-18441435.403,19875936.896,19875933.334,19875936.524
17640,-7789233.002,-6069530.009,22380286.597,22380288.557,22380286.851,,,,,,-11222331.705,-8744671.187,21506449.871,21506449.053,21506448.660,-12532143.070,-9765305.695,21763442.127,21763443.495,21763442.045,-23065229.310,-17972904.381,19877046.579,19877045.132,19877045.817,-9193640.141,-7163872.941,22380280.359,22380278.073,22380279.824,,,,,,-11607313.512,-9044657.300,21506439.879,21506437.204,21506439.380,951672.075,741562.652,21763439.134,21763436.756,21763437.993,-23660717.174,-18436921.176,19877039.391,19877035.550,19877038.923
17670,-7714549.386,-6011335.002,22394499.593,22394500.481,22394499.620,,,,,,-11180085.290,-8711751.904,21514488.777,21514488.666,21514487.671,-12484446.462,-9728139.500,21772519.654,21772519.465,21772518.528,-23058857.100,-17967939.022,19878259.234,19878257.560,19878258.457,-9118953.471,-7105675.527,22394493.204,22394490.728,22394492.589,,,,,,-11565064.069,-9011735.660,21514478.559,21514477.390,21514478.574,999371.803,778731.272,21772515.386,21772513.164,21772514.877,-23654342.114,-18431953.595,19878252.475,19878248.919,19878251.965
17700,-7639737.041,-5953039.683,22408737.138,22408736.783,22408736.263,,,,,,-11137713.487,-8678734.909,21522550.979,21522551.689,21522550.738,-12436239.738,-9690575.837,21781693.313,21781693.443,21781692.488,-23051893.914,-17962513.162,19879583.962,19879582.662,19879583.361,-9044151.349,-7047388.174,22408728.340,22408724.693,22408727.056,,,,,,-11522702.540,-8978726.674,21522540.298,21522538.281,21522539.967,1047568.349,816287.013,21781687.172,21781685.348,21781686.576,-23647389.373,-18426535.872,19879574.796,19879571.765,19879574.982
17730,-7564817.315,-5894660.667,22422993.270,22422994.000,22422992.558,,,,,,-11095237.332,-8645636.617,21530634.149,21530634.785,21530633.481,-12387545.524,-9652632.291,21790959.430,21790960.035,21790958.152,-23044361.305,-17956643.594,19881016.789,19881016.055,19881016.531,-8969236.266,-6989012.786,22422983.079,22422980.291,22422982.803,,,,,,-11480231.105,-8945632.047,21530622.705,21530620.520,21530622.213,1096257.944,854226.965,21790952.881,21790950.595,21790951.795,-23639861.646,-18420670.105,19881007.813,19881004.207,19881007.546
17760,-7489772.828,-5836184.457,22437271.705,22437274.362,22437271.932,,,,,,-11052639.646,-8612443.618,21538740.837,21538740.803,21538740.075,-12338348.831,-9614297.211,21800321.287,21800321.110,21800320.339,-23036243.175,-17950317.776,19882561.746,19882561.052,19882561.604,-8894193.635,-6930537.995,22437264.027,22437260.939,22437263.098,,,,,,-11437635.304,-8912440.527,21538728.588,21538726.195,21538728.162,1145452.840,892560.642,21800314.224,21800311.892,21800313.353,-23631745.577,-18414345.895,19882552.732,19882548.806,19882551.823
17790,-7414620.026,-5777623.845,22451575.478,22451576.074,22451574.325,,,,,,-11009936.884,-8579168.742,21546866.064,21546866.588,21546865.738,-12288668.294,-9575585.108,21809775.116,21809775.823,21809774.196,-23027556.589,-17943549.004,19884214.944,19884214.244,19884214.489,-8819043.812,-6871979.711,22451564.787,22451561.727,22451563.318,,,,,,-11394935.575,-8879168.001,21546854.718,21546851.988,21546853.835,1195130.439,931270.452,21809766.664,21809765.058,21809766.421,-23623062.195,-18407579.620,19884205.061,19884201.248,19884204.237
17820,-7339347.231,-5718969.730,22465899.030,22465899.118,22465898.465,,,,,,-10967117.031,-8545802.629,21555013.958,21555014.692,21555013.881,-12238493.850,-9536488.139,21819322.458,21819323.609,21819322.267,-23018290.460,-17936328.643,19885978.584,19885977.336,19885977.915,-8743768.367,-6813323.532,22465888.464,22465885.817,22465887.355,,,,,,-11352113.122,-8845799.869,21555002.054,21555000.576,21555001.976,1245307.568,970369.511,21819314.861,21819313.404,21819314.712,-23613793.644,-18400357.375,19885968.264,19885965.094,19885968.106
17850,-7263961.247,-5660227.415,22480243.674,22480244.603,22480243.704,,,,,,-10924186.824,-8512350.520,21563183.928,21563184.467,21563183.598,-12187834.034,-9497012.963,21828963.865,21828963.922,21828962.438,-23008452.289,-17928662.536,19887850.691,19887849.310,19887850.153,-8668389.575,-6754586.820,22480233.394,22480229.900,22480232.171,,,,,,-11309190.148,-8812353.404,21563171.924,21563168.368,21563170.988,1295960.243,1009839.123,21828953.610,21828952.399,21828953.375,-23603962.876,-18392697.035,19887838.946,19887835.544,19887838.868
17880,-7188462.500,-5601397.214,22494610.976,22494611.384,22494610.441,,,,,,-10881146.763,-8478812.810,21571373.356,21571374.667,21571373.348,-12136691.379,-9457161.552,21838694.373,21838695.601,21838694.221,-22998043.314,-17920551.647,19889831.093,19889830.221,19889830.908,-8592882.387,-6695750.049,22494600.850,22494598.474,22494600.625,,,,,,-11266141.704,-8778809.153,21571362.191,21571360.541,21571361.620,1347111.371,1049697.138,21838687.677,21838686.150,21838687.573,-23593545.688,-18384579.743,19889821.769,19889817.808,19889821.486
17910,-7112848.438,-5542477.183,22508999.860,22509000.675,22508998.703,,,,,,-10837994.367,-8445187.564,21579586.024,21579586.654,21579585.205,-12085065.365,-9416933.493,21848519.821,21848519.861,21848518.253,-22987061.923,-17911994.719,19891921.195,19891919.999,19891920.630,-8517266.300,-6636828.422,22508989.390,22508987.361,22508990.051,,,,,,-11222987.309,-8745182.357,21579574.481,21579572.139,21579574.374,1398739.471,1089926.824,21848512.691,21848510.978,21848511.855,-23582562.479,-18376021.398,19891911.719,19891907.819,19891911.177
17940,-7037114.274,-5483463.560,22523411.434,22523411.496,22523410.420,,,,,,-10794724.886,-8411471.088,21587818.695,21587820.362,21587818.785,-12032953.433,-9376326.801,21858435.734,21858436.521,21858435.040,-22975504.532,-17902988.961,19894120.301,19894118.978,19894119.829,-8441540.777,-6577821.540,22523399.195,22523397.931,22523400.270,,,,,,-11179726.530,-8711472.665,21587806.910,21587804.351,21587806.179,1450842.785,1130526.807,21858427.764,21858426.162,21858427.091,-23571013.960,-18367022.557,19894108.690,19894105.292,19894108.472
17970,-6961268.340,-5424362.843,22537845.006,22537845.835,22537844.747,,,,,,-10751346.257,-8377669.566,21596074.595,21596075.079,21596073.914,-11980365.711,-9335349.350,21868442.322,21868443.519,21868441.982,-22963379.700,-17893541.040,19896427.533,19896426.428,19896427.146,-8365700.422,-6518725.174,22537832.809,22537829.502,22537831.637,,,,,,-11136353.539,-8677675.528,21596059.482,21596058.020,21596059.484,1503424.964,1171499.929,21868434.278,21868431.957,21868433.294,-23558894.932,-18357579.158,19896415.003,19896411.725,19896414.856
18000,-6885307.152,-5365172.325,22552299.635,22552299.428,22552299.437,,,,,,-10707854.959,-8343780.250,21604350.193,21604351.161,21604349.832,-11927300.629,-9293999.953,21878539.930,21878541.192,21878539.691,-22950684.860,-17883648.956,19898843.369,19898842.180,19898842.865,-8289742.670,-6459537.326,22552285.326,22552284.014,22552285.602,,,,,,-11092865.717,-8643788.914,21604336.608,21604334.010,21604335.811,1556486.648,1212846.686,21878531.319,21878529.427,21878530.797,-23546203.741,-18347689.916,19898830.557,19898826.831,19898830.020
18030,-6809233.325,-5305894.032,22566776.665,22566776.768,22566776.155,,,,,,-10664253.633,-8309805.189,21612647.271,21612647.945,21612646.811,-11873763.483,-9252282.705,21888728.856,21888729.311,21888727.277,-22937424.102,-17873315.894,19901366.306,19901365.424,19901366.077,-8213663.637,-6400254.958,22566763.371,22566761.348,22566762.494,,,,,,-11049259.233,-8609809.844,21612634.487,21612631.778,21612633.585,1610029.030,1254568.015,21888721.451,21888717.740,21888720.057,-23532938.003,-18337352.975,19901355.491,19901351.225,19901354.663
18060,-6733037.958,-5246521.018,22581275.192,22581276.226,22581274.999,,,,,,-10620533.117,-8275737.256,21620967.647,21620967.779,21620966.779,-11819747.093,-9210192.014,21899007.730,21899008.540,21899007.004,-22923589.267,-17862535.500,19903999.055,19903998.157,19903998.686,-8137473.000,-6340885.653,22581262.710,22581260.153,22581262.314,,,,,,-11005543.512,-8575745.642,21620952.898,21620950.335,21620952.495,1664040.719,1296655.039,21898998.388,21898995.795,21898997.445,-23519108.136,-18326576.455,19903986.882,19903983.072,19903986.187
18090,-6656732.546,-5187062.260,22595796.661,22595796.182,22595795.230,,,,,,-10576705.182,-8241585.628,21629306.878,21629308.231,21629306.678,-11765265.013,-9167738.453,21909375.763,21909376.120,21909374.987,-22909192.546,-17851317.273,19906739.038,19906737.686,19906738.408,-8061175.575,-6281433.144,22595781.540,22595778.579,22595781.208,,,,,,-10961723.624,-8541600.287,21629290.669,21629288.770,21629290.582,1718514.831,1339102.388,21909364.411,21909361.804,21909363.411,-23504719.641,-18315364.640,19906724.767,19906721.140,19906724.354
18120,-6580323.662,-5127522.886,22610336.604,22610336.646,22610335.152,,,,,,-10532776.352,-8207355.373,21637667.589,21637667.474,21637666.866,-11710325.949,-9124928.794,21919829.080,21919830.765,21919828.881,-22894241.926,-17839667.437,19909583.969,19909582.539,19909583.604,-7984749.814,-6221880.601,22610324.004,22610322.187,22610322.991,,,,,,-10917777.950,-8507356.902,21637653.894,21637651.318,21637653.416,1773470.828,1381925.235,21919822.388,21919819.672,21919821.478,-23489752.350,-18303701.810,19909572.370,19909569.010,19909572.479
18150,-6503790.152,-5067886.379,22624899.359,22624900.048,22624899.486,,,,,,-10488725.446,-8173029.986,21646049.418,21646049.854,21646049.165,-11654911.046,-9081748.363,21930375.026,21930375.941,21930374.340,-22878716.741,-17827569.890,19912539.266,19912537.176,19912538.320,-7908224.015,-6162250.127,22624887.425,22624885.494,22624886.011,,,,,,-10873734.804,-8473037.576,21646035.095,21646032.895,21646034.489,1828878.043,1425099.671,21930365.720,21930363.729,21930364.872,-23474235.107,-18291610.453,19912525.199,19912521.718,19912525.041
18180,-6427151.413,-5008167.867,22639484.221,22639484.826,22639483.456,,,,,,-10444571.597,-8138624.401,21654452.333,21654452.482,21654451.391,-11599042.040,-9038214.079,21941006.444,21941007.104,21941005.476,-22862638.129,-17815041.101,19915598.110,19915596.813,19915597.281,-7831585.455,-6102531.765,22639469.919,22639469.050,22639469.538,,,,,,-10829581.196,-8438632.172,21654436.738,21654434.899,21654436.417,1884746.894,1468633.839,21940996.923,21940994.960,21940996.316,-23458156.914,-18279081.989,19915585.195,19915581.354,19915584.732
18210,-6350400.999,-4948362.371,22654088.666,22654089.072,22654088.268,,,,,,-10400308.325,-8104133.542,21662874.383,21662875.058,21662874.230,-11542714.583,-8994322.574,21951724.161,21951725.655,21951723.719,-22846000.418,-17802076.653,19918763.728,19918763.044,19918763.438,-7754834.259,-6042725.650,22654076.464,22654074.270,22654075.406,,,,,,-10785317.195,-8404140.742,21662860.374,21662858.498,21662860.007,1941075.150,1512525.979,21951716.939,21951713.453,21951715.842,-23441518.652,-18266117.108,19918751.575,19918747.792,19918750.986
18240,-6273538.789,-4888469.733,22668715.569,22668715.872,22668714.224,,,,,,-10355935.184,-8069557.077,21671318.376,21671319.729,21671318.068,-11485930.533,-8950075.277,21962531.052,21962531.033,21962529.743,-22828804.488,-17788677.225,19922036.494,19922035.317,19922036.026,-7677977.272,-5982837.082,22668700.756,22668699.065,22668701.401,,,,,,-10740949.321,-8369568.373,21671303.592,21671301.257,21671302.979,1997854.008,1556769.221,21962519.416,21962518.362,21962519.539,-23424328.160,-18252721.918,19922023.289,19922018.973,19922022.428
18270,-6196560.169,-4828486.398,22683364.761,22683364.617,22683363.736,,,,,,-10311447.406,-8034891.275,21679784.414,21679785.039,21679784.089,-11428687.730,-8905470.505,21973423.297,21973424.467,21973422.822,-22811046.647,-17774839.943,19925415.206,19925414.410,19925414.880,-7601002.705,-5922856.898,22683349.069,22683346.946,22683348.539,,,,,,-10696465.640,-8334905.767,21679768.919,21679765.774,21679768.426,2055092.790,1601370.859,21973411.742,21973410.823,21973412.003,-23406574.598,-18238887.973,19925400.676,19925397.526,19925400.432
18300,-6119475.639,-4768420.540,22698033.605,22698033.342,22698032.604,,,,,,-10266855.570,-8000144.389,21688269.211,21688270.247,21688269.274,-11370998.995,-8860518.252,21984402.120,21984401.473,21984400.822,-22792738.772,-17760574.063,19928899.259,19928898.256,19928898.806,-7523920.214,-5862792.625,22698017.499,22698014.777,22698017.458,,,,,,-10651875.904,-8300160.516,21688253.587,21688251.304,21688252.879,2112779.507,1646321.549,21984390.269,21984388.019,21984389.796,-23388268.986,-18224623.854,19928884.678,19928880.712,19928884.214
18330,-6042281.579,-4708269.338,22712723.030,22712722.639,22712722.494,,,,,,-10222156.177,-7965313.694,21696776.463,21696776.543,21696775.659,-11312862.924,-8815217.421,21995465.022,21995464.296,21995464.214,-22773878.190,-17745877.505,19932488.244,19932487.213,19932487.786,-7446724.854,-5802640.420,22712706.059,22712705.528,22712705.828,,,,,,-10607175.268,-8265328.855,21696759.701,21696757.433,21696759.299,2170916.902,1691623.403,21995453.415,21995450.883,21995452.652,-23369407.345,-18209926.469,19932473.336,19932469.852,19932473.135
18360,-5964975.873,-4648031.133,22727432.219,22727433.948,22727431.874,,,,,,-10177346.976,-7930397.438,21705303.017,21705303.182,21705302.297,-11254279.951,-8769568.360,22006612.798,22006613.003,22006611.995,-22754464.436,-17730749.905,19936182.516,19936181.594,19936182.037,-7369418.840,-5742401.983,22727414.434,22727417.400,22727416.212,,,,,,-10562365.812,-8230412.401,21705286.422,21705284.530,21705286.180,2229500.199,1737272.723,22006601.699,22006599.355,22006600.405,-23349993.510,-18194798.805,19936167.952,19936164.245,19936167.723
18390,-5887564.913,-4587710.896,22742164.808,22742164.894,22742163.829,,,,,,-10132434.095,-7895400.392,21713849.610,21713850.048,21713849.385,-11195258.585,-8723577.686,22017843.205,22017844.357,22017842.263,-22734504.684,-17715196.849,19939980.716,19939979.890,19939980.278,-7292011.294,-5682084.410,22742149.883,22742146.234,22742148.212,,,,,,-10517456.417,-8195418.065,21713833.849,21713830.411,21713832.952,2288518.145,1783260.738,22017830.570,22017829.680,22017831.299,-23330037.420,-18179248.601,19939965.562,19939961.933,19939965.205
18420,-5810039.342,-4527301.376,22756917.595,22756917.021,22756915.899,,,,,,-10087408.154,-7860315.242,21722417.708,21722417.978,21722417.414,-11135791.856,-8677239.969,22029158.662,22029161.230,22029158.433,-22713991.017,-17699212.173,19943884.464,19943883.331,19943884.081,-7214492.577,-5621680.198,22756899.239,22756899.745,22756899.045,,,,,,-10472437.340,-8160338.264,21722400.193,21722397.389,21722399.072,2347978.105,1829593.165,22029147.925,22029145.099,22029146.767,-23309530.789,-18163269.408,19943867.599,19943864.041,19943867.302
18450,-5732409.117,-4466810.297,22771689.236,22771689.384,22771688.670,,,,,,-10042278.905,-7825149.589,21731005.602,21731006.106,21731005.005,-11075891.745,-8630564.557,22040558.288,22040559.687,22040557.822,-22692934.465,-17682804.464,19947891.051,19947890.522,19947891.126,-7136865.405,-5561191.503,22771672.124,22771669.597,22771671.014,,,,,,-10427311.196,-8125175.029,21730986.636,21730984.858,21730986.254,2407875.177,1876266.208,22040544.365,22040543.163,22040544.224,-23288477.526,-18146864.264,19947874.316,19947870.459,19947873.588
18480,-5654678.676,-4406241.131,22786481.241,22786481.667,22786480.786,,,,,,-9997050.596,-7789906.749,21739612.526,21739612.487,21739611.530,-11015565.284,-8583556.941,22052038.758,22052038.879,22052038.009,-22671340.736,-17665978.176,19952000.332,19951999.609,19952000.169,-7059121.885,-5500612.139,22786465.926,22786463.593,22786466.052,,,,,,-10382069.849,-8089922.028,21739595.798,21739593.447,21739595.415,2468214.759,1923284.050,22052027.392,22052025.631,22052026.404,-23266870.930,-18130027.954,19951985.784,19951982.061,19951985.283
18510,-5576836.023,-4345584.525,22801293.617,22801293.819,22801292.735,,,,,,-9951711.359,-7754577.475,21748240.893,21748240.230,21748239.683,-10954803.129,-8536209.807,22063601.977,22063601.550,22063600.689,-22649199.378,-17648725.165,19956213.922,19956213.052,19956213.640,-6981282.004,-5439957.648,22801277.246,22801276.825,22801279.165,,,,,,-10336733.388,-8054594.914,21748222.837,21748221.025,21748222.475,2528974.210,1970629.079,22063587.400,22063587.486,22063587.998,-23244732.519,-18112777.242,19956198.103,19956194.707,19956197.678
18540,-5498883.406,-4284842.231,22816127.824,22816128.537,22816126.587,,,,,,-9906263.185,-7719163.314,21756886.987,21756888.739,21756887.392,-10893609.893,-8488526.774,22075245.026,22075245.892,22075244.645,-22626513.827,-17631048.110,19960530.777,19960529.978,19960530.317,-6903326.035,-5379212.748,22816112.746,22816111.839,22816111.347,,,,,,-10291281.907,-8019178.176,21756872.067,21756869.764,21756871.567,2590170.812,2018314.736,22075233.899,22075232.106,22075233.567,-23222043.838,-18095097.748,19960516.591,19960512.356,19960515.752
18570,-5420819.348,-4224013.104,22830983.177,22830982.713,22830982.478,,,,,,-9860704.639,-7683663.149,21765558.042,21765558.574,21765557.357,-10831986.254,-8440508.367,22086972.662,22086973.108,22086971.207,-22603283.705,-17612946.716,19964951.269,19964950.368,19964950.777,-6825264.892,-5318385.874,22830966.834,22830965.245,22830965.844,,,,,,-10245726.329,-7983680.321,21765540.976,21765538.616,21765541.078,2651791.571,2066330.907,22086960.518,22086958.614,22086960.302,-23198816.855,-18076998.793,19964935.570,19964932.430,19964935.333
18600,-5342657.979,-4163108.154,22845855.441,22845857.022,22845855.387,,,,,,-9815049.542,-7648087.754,21774245.886,21774246.306,21774245.349,-10769949.027,-8392167.660,22098777.813,22098778.507,22098776.966,-22579524.744,-17594433.238,19969472.500,19969471.577,19969471.937,-6747101.188,-5257479.082,22845841.814,22845838.937,22845841.658,,,,,,-10200068.928,-7948103.129,21774229.543,21774227.217,21774229.153,2713831.177,2114673.459,22098766.009,22098764.835,22098765.736,-23175055.758,-18058483.650,19969456.908,19969453.753,19969457.013
18630,-5264386.393,-4102117.305,22860749.662,22860751.237,22860750.813,,,,,,-9769284.893,-7612426.990,21782954.985,21782955.033,21782954.395,-10707488.027,-8343496.755,22110662.764,22110664.294,22110662.971,-22555225.503,-17575498.766,19974096.385,19974095.343,19974095.916,-6668830.384,-5196488.867,22860736.254,22860734.798,22860736.183,,,,,,-10154305.116,-7912443.031,21782937.970,21782935.672,21782937.377,2776291.405,2163343.770,22110651.491,22110650.213,22110651.600,-23150757.534,-18039549.967,19974081.535,19974077.499,19974081.126
18660,-5186015.433,-4041049.047,22875663.806,22875664.762,22875663.823,,,,,,-9723421.298,-7576689.133,21791681.638,21791682.395,21791681.471,-10644616.096,-8294505.656,22122627.803,22122628.433,22122627.131,-22530397.695,-17556152.419,19978820.805,19978820.113,19978820.528,-6590448.828,-5135412.351,22875652.966,22875648.828,22875651.170,,,,,,-10108430.939,-7876696.925,21791666.922,21791665.371,21791667.182,2839173.969,2212343.142,22122618.741,22122616.767,22122618.047,-23125919.330,-18020195.518,19978807.738,19978804.237,19978807.322
18690,-5107534.618,-3979895.164,22890598.451,22890598.122,22890597.973,,,,,,-9677448.144,-7540865.901,21800431.076,21800431.107,21800430.230,-10581325.323,-8245188.176,22134669.572,22134672.076,22134669.790,-22505032.421,-17536387.266,19983647.995,19983646.953,19983647.583,-6511965.052,-5074256.205,22890587.080,22890583.560,22890586.717,,,,,,-10062454.888,-7840871.432,21800415.867,21800414.429,21800416.018,2902467.703,2261662.940,22134663.071,22134661.177,22134662.013,-23100551.334,-18000428.247,19983635.424,19983631.513,19983634.929
18720,-5028940.087,-3918652.672,22905553.010,22905554.494,22905553.472,,,,,,-9631361.690,-7504954.384,21809200.637,21809200.734,21809199.969,-10517614.549,-8195543.414,22146795.388,22146796.593,22146794.528,-22479127.669,-17516201.744,19988577.684,19988576.305,19988577.183,-6433375.517,-5013017.630,22905540.849,22905539.208,22905540.331,,,,,,-10016373.506,-7804963.866,21809187.106,21809183.125,21809185.714,2966173.476,2311303.798,22146784.595,22146783.644,22146784.225,-23074651.828,-17980246.814,19988563.364,19988560.098,19988563.071
18750,-4950243.745,-3857330.842,22920529.329,22920530.294,22920529.470,,,,,,-9585173.490,-7468963.578,21817989.597,21817990.143,21817989.201,-10453497.872,-8145582.385,22158995.954,22158997.851,22158995.607,-22452696.378,-17495605.928,19993607.155,19993606.070,19993606.666,-6354678.398,-4951695.201,22920517.479,22920515.261,22920515.532,,,,,,-9970184.571,-7768972.491,21817975.401,21817972.834,21817974.676,3030290.950,2361265.457,22158987.700,22158985.047,22158986.871,-23048219.991,-17959650.572,19993593.870,19993589.791,19993593.270
