Seconds,lpg2-27-L1,lpg2-27-L2,lpg2-27-C1,lpg2-27-P1,lpg2-27-P2,lpg2-02-L1,lpg2-02-L2,lpg2-02-C1,lpg2-02-P1,lpg2-02-P2,lpg2-08-L1,lpg2-08-L2,lpg2-08-C1,lpg2-08-P1,lpg2-08-P2,lpg2-10-L1,lpg2-10-L2,lpg2-10-C1,lpg2-10-P1,lpg2-10-P2,lpg2-28-L1,lpg2-28-L2,lpg2-28-C1,lpg2-28-P1,lpg2-28-P2,lpgs-27-L1,lpgs-27-L2,lpgs-27-C1,lpgs-27-P1,lpgs-27-P2,lpgs-02-L1,lpgs-02-L2,lpgs-02-C1,lpgs-02-P1,lpgs-02-P2,lpgs-08-L1,lpgs-08-L2,lpgs-08-C1,lpgs-08-P1,lpgs-08-P2,lpgs-10-L1,lpgs-10-L2,lpgs-10-C1,lpgs-10-P1,lpgs-10-P2,lpgs-28-L1,lpgs-28-L2,lpgs-28-C1,lpgs-28-P1,lpgs-28-P2
10980,-20076608.303,-15644107.958,20042077.679,20042078.387,20042077.763,,,,,,-16291927.831,-12695006.284,20541737.486,20541737.742,20541736.640,-8995221.505,-7009262.949,22436497.101,22436497.756,22436496.876,-10547450.086,-8218791.316,22259101.052,22259099.917,22259100.775,-21481048.793,-16738476.853,20042064.285,20042061.812,20042063.895,1555993.937,0.000,24752113.085,0.000,24752111.571,-16676929.146,-12995007.586,20541724.593,20541722.147,20541723.939,-9759564.349,-7604854.674,22436482.550,22436480.166,22436481.390,-11142936.355,-8682806.861,22259095.249,22259090.990,22259094.265
11010,-20048947.345,-15622553.967,20047342.416,20047342.229,20047341.690,,,,,,-16297213.467,-12699124.959,20540731.552,20540731.774,20540730.726,-9070439.129,-7067874.079,22422183.718,22422184.526,22422182.968,-10653975.031,-8301797.768,22238829.277,22238829.044,22238829.364,-21453395.397,-16716928.755,20047326.831,20047324.201,20047326.293,1613528.855,0.000,24763062.632,0.000,24763062.330,-16682222.392,-12999132.192,20540716.539,20540714.989,20540716.500,-9834789.413,-7663471.606,22422168.166,22422165.510,22422167.002,-11249468.901,-8765819.225,22238822.168,22238818.400,22238820.872
11040,-20020940.188,-15600730.206,20052671.452,20052671.846,20052671.274,,,,,,-16302153.205,-12702974.100,20539791.139,20539791.803,20539790.745,-9145243.753,-7126163.402,22407948.613,22407949.375,22407947.569,-10760223.286,-8384588.614,22218610.371,22218610.997,22218610.416,-21425390.332,-16695106.629,20052655.867,20052653.100,20052655.204,1671228.842,1302255.448,24774044.086,24774043.398,24774044.445,-16687164.285,-13002983.012,20539775.822,20539774.503,20539775.876,-9909596.006,-7721762.463,22407931.406,22407930.238,22407930.909,-11355719.303,-8848611.747,22218603.100,22218599.454,22218602.974
11070,-19992594.407,-15578642.585,20058065.300,20058066.041,20058064.993,,,,,,-16306754.738,-12706559.706,20538915.993,20538916.231,20538915.454,-9219638.811,-7184133.589,22393793.285,22393791.630,22393791.486,-10866198.072,-8467166.359,22198444.415,22198444.633,22198444.790,-21397046.708,-16673020.687,20058048.787,20058046.668,20058048.601,1729079.309,0.000,24785053.901,0.000,24785050.135,-16691768.034,-13006570.341,20538900.699,20538898.181,20538900.020,-9983993.103,-7779734.222,22393773.775,22393773.019,22393774.016,-11461696.275,-8931191.205,22198435.905,22198433.275,22198435.638
11100,-19963911.915,-15556292.595,20063523.900,20063524.202,20063523.013,,,,,,-16311019.104,-12709882.581,20538103.426,20538104.640,20538103.633,-9293622.016,-7241782.842,22379712.432,22379713.526,22379711.799,-10971896.664,-8549528.893,22178332.261,22178331.085,22178331.524,-21368360.212,-16650667.574,20063508.214,20063505.326,20063507.490,1787083.092,0.000,24796091.409,0.000,24796085.810,-16696028.455,-13009890.141,20538089.618,20538087.529,20538089.316,-10057972.188,-7837380.252,22379695.874,22379695.181,22379696.029,-11567390.922,-9013550.662,22178323.133,22178320.449,22178322.890
11130,-19934882.645,-15533672.394,20069047.943,20069048.020,20069047.362,,,,,,-16314936.700,-12712935.244,20537358.428,20537358.933,20537358.081,-9367179.699,-7299100.488,22365715.527,22365715.884,22365714.285,-11077304.928,-8631665.197,22158274.021,22158271.777,22158273.177,-21339338.825,-16628053.511,20069030.164,20069027.870,20069029.926,1845231.092,0.000,24807157.079,0.000,24807158.417,-16699953.978,-13012948.985,20537342.153,20537340.528,20537342.426,-10131537.602,-7894703.959,22365698.616,22365696.445,22365697.827,-11672807.104,-9095693.131,22158264.128,22158260.217,22158263.106
11160,-19905514.345,-15510788.005,20074636.321,20074636.543,20074636.091,,,,,,-16318514.474,-12715723.112,20536677.636,20536678.283,20536677.274,-9440315.286,-7356089.268,22351797.930,22351798.066,22351798.202,-11182425.799,-8713577.557,22138269.632,22138268.668,22138268.732,-21309973.252,-16605171.246,20074618.525,20074616.221,20074618.456,1903531.513,0.000,24818252.229,0.000,24818251.452,-16703534.538,-13015739.021,20536661.518,20536659.142,20536660.910,-10204675.795,-7951694.758,22351780.737,22351778.755,22351779.714,-11777930.747,-9177607.658,22138258.988,22138255.293,22138258.498
11190,-19875812.485,-15487643.695,20080289.065,20080288.637,20080288.243,,,,,,-16321757.867,-12718250.430,20536060.355,20536061.249,20536060.124,-9513030.640,-7412750.568,22337959.224,22337961.594,22337960.078,-11287260.399,-8795266.855,22118320.157,22118319.306,22118319.613,-21280266.810,-16582023.371,20080271.054,20080269.213,20080271.274,1961979.535,0.000,24829371.472,0.000,24829369.207,-16706773.405,-13018262.815,20536044.685,20536042.797,20536044.375,-10277386.455,-8008352.402,22337943.332,22337941.610,22337943.208,-11882760.833,-9259293.428,22118309.327,22118307.052,22118309.083
11220,-19845774.325,-15464237.329,20086004.548,20086004.969,20086004.119,,,,,,-16324664.318,-12720515.190,20535507.876,20535508.046,20535507.015,-9585319.062,-7469079.200,22324204.389,22324204.416,22324204.616,-11391801.559,-8876727.481,22098426.888,22098425.222,22098425.892,-21250233.205,-16558620.561,20085986.064,20085984.315,20085986.131,,,,,,-16709684.472,-13020531.171,20535491.007,20535488.780,20535490.721,-10349679.289,-8064684.488,22324187.645,22324184.945,22324186.748,-11987306.579,-9340757.645,22098414.771,22098412.962,22098414.897
11250,-19815401.447,-15440570.154,20091783.500,20091784.970,20091783.535,,,,,,-16327234.929,-12722518.256,20535017.895,20535018.570,20535017.820,-9657178.176,-7525073.324,22310530.327,22310531.387,22310530.439,-11496046.699,-8957957.457,22078589.596,22078588.368,22078588.799,-21219853.090,-16534947.743,20091767.767,20091765.318,20091767.177,,,,,,-16712247.902,-13022528.639,20535003.799,20535001.157,20535003.069,-10421531.058,-8120672.866,22310514.027,22310512.511,22310513.727,-12091544.540,-9421982.022,22078579.905,22078576.721,22078579.669
11280,-19784694.637,-15416642.771,20097627.935,20097628.087,20097627.285,,,,,,-16329469.823,-12724259.725,20534593.033,20534593.641,20534592.574,-9728604.259,-7580729.999,22296939.374,22296939.445,22296938.330,-11599991.953,-9038953.759,22058808.520,22058808.093,22058808.459,-21189145.656,-16511019.870,20097611.423,20097608.606,20097611.219,,,,,,-16714482.230,-13024269.662,20534578.363,20534575.936,20534577.643,-10492956.388,-8176328.968,22296921.654,22296920.583,22296921.984,-12195489.223,-9502977.877,22058800.343,22058797.005,22058799.229
11310,-19753639.931,-15392444.296,20103537.512,20103537.414,20103536.606,,,,,,-16331355.068,-12725728.742,20534234.197,20534234.776,20534233.967,-9799579.763,-7636035.588,22283433.050,22283433.362,22283432.002,,,,,,-21158090.567,-16486821.093,20103520.882,20103518.618,20103520.663,,,,,,-16716367.147,-13025738.423,20534219.291,20534217.144,20534218.838,-10563931.382,-8231634.159,22283415.424,22283414.039,22283414.833,-12299116.020,-9583726.027,22039080.615,22039076.676,22039080.073
11340,-19722266.907,-15367997.782,20109506.979,20109507.514,20109506.809,,,,,,-16332920.402,-12726948.485,20533936.908,20533936.932,20533936.263,-9870130.659,-7691010.309,22270007.275,22270007.591,22270006.296,-11806953.532,-9200222.520,22019425.732,22019424.673,22019424.679,-21126712.357,-16462370.539,20109492.273,20109489.661,20109491.814,,,,,,-16717927.354,-13026954.171,20533922.635,20533920.090,20533922.090,-10634476.978,-8286604.742,22269992.019,22269989.507,22269991.226,-12402445.344,-9664242.392,22019417.946,22019413.819,22019416.951
11370,-19690551.672,-15343284.611,20115542.072,20115542.609,20115541.654,,,,,,-16334141.614,-12727900.082,20533704.872,20533704.443,20533703.934,-9940228.890,-7745632.304,22256668.299,22256668.719,22256666.844,-11909966.810,-9280492.604,21999821.949,21999821.317,21999821.337,-21095008.021,-16437665.862,20115524.861,20115522.700,20115524.759,,,,,,-16719159.520,-13027914.303,20533687.666,20533685.991,20533687.401,-10704585.982,-8341235.134,22256651.060,22256648.053,22256650.043,-12505469.572,-9744521.014,21999811.742,21999809.298,21999811.991
11400,-19658515.906,-15318321.676,20121638.958,20121638.804,20121638.327,,,,,,-16335039.818,-12728599.977,20533533.185,20533533.598,20533532.830,-10009892.148,-7799915.358,22243411.970,22243412.475,22243410.626,-12012676.219,-9360525.914,21980278.519,21980276.642,21980277.534,-21062975.652,-16412705.572,20121620.663,20121618.303,20121620.416,,,,,,-16720061.174,-13028616.889,20533516.314,20533514.372,20533516.152,-10774252.512,-8395520.731,22243394.455,22243390.843,22243393.096,-12608182.450,-9824557.004,21980267.224,21980263.723,21980266.800
11430,-19626138.977,-15293092.900,20127799.664,20127800.196,20127799.319,,,,,,-16335594.576,-12729032.253,20533427.598,20533427.919,20533427.078,-10079095.998,-7853840.429,22230241.298,22230243.495,22230241.571,-12115056.777,-9440302.978,21960795.403,21960794.001,21960794.517,-21030620.187,-16387493.517,20127778.017,20127775.353,20127777.438,,,,,,-16720637.454,-13029065.938,20533407.510,20533404.863,20533406.535,-10843477.695,-8449462.427,22230219.324,22230218.513,22230218.985,-12710584.533,-9904350.855,21960780.274,21960777.168,21960779.826
11460,-19593445.514,-15267617.471,20134021.742,20134021.452,20134020.914,,,,,,-16335830.418,-12729216.025,20533382.698,20533383.244,20533382.108,-10147861.218,-7907423.711,22217158.167,22217157.889,22217156.952,-12217128.654,-9519839.506,21941371.412,21941370.361,21941370.907,-20997929.701,-16362020.412,20133998.634,20133996.354,20133998.314,,,,,,-16720876.330,-13029252.077,20533360.978,20533359.054,20533360.767,-10912245.769,-8503047.943,22217134.081,22217132.226,22217133.533,-12812659.443,-9983889.739,21941354.693,21941353.303,21941355.619
11490,-19560428.054,-15241889.576,20140304.239,20140304.449,20140303.808,,,,,,-16335739.066,-12729144.845,20533400.022,20533400.521,20533399.551,-10216176.262,-7960656.219,22204157.857,22204157.436,22204156.427,-12318879.495,-9599125.886,21922008.984,21922007.498,21922008.205,-20964927.348,-16336304.291,20140278.580,20140276.572,20140278.154,,,,,,-16720800.152,-13029192.718,20533376.831,20533373.467,20533375.860,-10980575.810,-8556292.120,22204131.175,22204129.531,22204130.517,-12914425.474,-10063187.947,21921991.408,21921987.626,21921991.154
11520,-19527098.198,-15215918.254,20146646.485,20146646.859,20146646.254,,,,,,-16335332.327,-12728827.911,20533477.392,20533478.032,20533476.924,-10284048.866,-8013543.955,22191241.024,22191241.639,22191240.184,-12420317.111,-9678168.184,21902705.494,21902705.033,21902704.638,-20931597.739,-16310333.168,20146620.411,20146618.958,20146620.598,,,,,,-16720393.719,-13028876.020,20533452.948,20533450.957,20533452.491,-11048448.532,-8609179.962,22191215.480,22191213.315,22191214.976,-13015863.388,-10142230.476,21902688.255,21902684.557,21902687.879
11550,-19493442.763,-15189693.242,20153050.946,20153051.202,20153050.397,,,,,,-16334597.115,-12728255.010,20533617.318,20533618.082,20533616.815,-10351462.366,-8066073.948,22178412.993,22178413.174,22178412.284,-12521424.313,-9756953.016,21883465.476,21883465.196,21883465.106,-20897941.380,-16284107.430,20153025.623,20153023.542,20153025.413,,,,,,-16719657.640,-13028302.448,20533593.011,20533591.198,20533592.818,-11115860.994,-8661709.136,22178386.951,22178385.102,22178386.900,-13116969.732,-10221014.643,21883448.703,21883444.270,21883448.382
11580,-19459479.101,-15163228.047,20159514.005,20159514.373,20159513.814,,,,,,-16333550.156,-12727439.200,20533816.803,20533817.144,20533816.218,-10418430.028,-8118256.535,22165668.158,22165669.021,22165668.748,-12622213.706,-9835490.207,21864286.404,21864285.841,21864286.044,-20863962.027,-16257630.013,20159491.472,20159489.252,20159491.328,,,,,,-16718595.049,-13027474.458,20533795.033,20533793.258,20533794.976,-11182812.835,-8713879.402,22165646.596,22165645.248,22165645.840,-13217743.496,-10299539.665,21864270.814,21864268.087,21864270.600
11610,-19425186.292,-15136506.371,20166039.590,20166040.343,20166039.327,,,,,,-16332170.696,-12726364.295,20534079.575,20534079.721,20534078.867,-10484927.120,-8170072.459,22153014.911,22153015.815,22153014.172,-12722659.992,-9913760.047,21845172.015,21845170.951,21845171.207,-20829658.081,-16230899.658,20166019.519,20166017.368,20166019.020,,,,,,-16717204.509,-13026390.918,20534059.429,20534057.793,20534059.573,-11249298.667,-8765686.543,22152995.175,22152993.235,22152994.126,-13318178.716,-10377800.864,21845159.607,21845155.934,21845158.851
11640,-19390568.424,-15109531.402,20172627.230,20172627.777,20172626.834,,,,,,-16330462.414,-12725033.167,20534404.018,20534404.771,20534403.790,-10550953.906,-8221521.889,22140450.292,22140450.880,22140449.841,-12822763.056,-9991762.423,21826123.346,21826122.230,21826123.039,-20795044.128,-16203927.730,20172606.065,20172604.052,20172605.566,,,,,,-16715500.198,-13025062.884,20534383.937,20534382.056,20534383.842,-11315329.255,-8817138.932,22140430.407,22140428.329,22140429.441,-13418285.751,-10455806.356,21826109.460,21826106.075,21826109.079
11670,-19355625.818,-15082303.396,20179276.593,20179277.274,20179276.254,,,,,,-16328425.346,-12723445.847,20534791.667,20534792.145,20534791.413,-10616507.106,-8272602.303,22127976.484,22127976.837,22127975.364,-12922518.675,-10069494.075,21807140.086,21807139.230,21807139.653,-20760117.691,-16176712.323,20179251.969,20179250.360,20179251.591,,,,,,-16713479.362,-13023488.209,20534768.977,20534766.692,20534768.558,-11380898.496,-8868231.853,22127952.509,22127950.264,22127952.041,-13518057.612,-10533550.656,21807123.708,21807120.603,21807123.050
11700,-19320380.583,-15054839.568,20185983.109,20185983.884,20185982.959,,,,,,-16326081.634,-12721619.575,20535238.123,20535238.279,20535237.356,-10681604.729,-8323327.720,22115588.408,22115589.550,22115588.267,-13021944.818,-10146968.993,21788221.891,21788219.297,21788220.657,-20724873.306,-16149249.163,20185959.366,20185956.975,20185958.745,,,,,,-16711136.556,-13021662.643,20535214.525,20535212.569,20535214.212,-11445996.847,-8918957.831,22115564.976,22115562.504,22115563.976,-13617484.688,-10611026.287,21788203.285,21788199.768,21788202.881
11730,-19284824.186,-15027133.276,20192749.704,20192749.931,20192749.295,,,,,,-16323422.887,-12719547.819,20535743.352,20535744.501,20535743.031,-10746234.663,-8373688.696,22103290.417,22103291.174,22103289.633,-13121028.784,-10224177.263,21769365.215,21769364.443,21769364.629,-20689311.942,-16121539.001,20192726.127,20192723.987,20192726.098,,,,,,-16708472.911,-13019587.069,20535721.427,20535719.294,20535721.252,-11510621.689,-8969314.854,22103267.015,22103265.015,22103266.114,-13716563.757,-10688230.760,21769349.446,21769345.498,21769348.384
11760,-19248956.480,-14999184.412,20199574.704,20199575.415,20199574.496,,,,,,-16320448.810,-12717230.349,20536310.107,20536310.439,20536309.252,-10810392.992,-8423682.195,22091081.527,22091081.834,22091080.918,-13219765.760,-10301115.168,21750575.737,21750575.080,21750575.412,-20653447.680,-16093592.815,20199551.790,20199549.336,20199551.047,,,,,,-16705502.332,-13017272.327,20536287.093,20536284.745,20536286.676,-11574783.327,-9019310.932,22091057.776,22091055.394,22091056.794,-13815304.243,-10765171.391,21750559.995,21750556.039,21750559.160
11790,-19212770.524,-14970987.563,20206461.416,20206461.273,20206460.680,,,,,,-16317151.916,-12714661.337,20536936.806,20536937.656,20536936.745,-10874068.901,-8473299.790,22078963.483,22078964.002,22078963.808,-13318144.674,-10377774.055,21731855.579,21731853.769,21731854.887,-20617259.849,-16065394.505,20206437.229,20206435.441,20206437.121,,,,,,-16702203.627,-13014701.902,20536914.385,20536912.440,20536914.162,-11638457.260,-9068926.992,22078940.303,22078938.772,22078939.878,-13913681.362,-10841828.883,21731838.363,21731836.042,21731838.093
11820,-19176298.555,-14942567.843,20213400.876,20213401.694,20213400.590,,,,,,-16313564.591,-12711866.021,20537619.273,20537620.109,20537619.372,-10937291.211,-8522563.930,22066932.667,22066934.149,22066932.626,-13416193.814,-10454175.983,21713197.018,21713195.785,21713196.530,-20580774.001,-16036963.972,20213380.609,20213378.373,20213379.981,,,,,,-16698602.487,-13011895.819,20537600.174,20537597.626,20537599.505,-11701665.574,-9118180.212,22066912.005,22066910.741,22066911.215,-14011716.698,-10918220.062,21713183.548,21713179.732,21713183.142
11850,-19139511.558,-14913902.646,20220401.749,20220402.048,20220401.002,,,,,,-16309657.512,-12708821.544,20538363.489,20538363.497,20538362.961,-11000026.890,-8571448.859,22054995.183,22054995.075,22054994.397,-13513879.770,-10530294.915,21694607.874,21694606.777,21694607.349,-20543984.718,-16008296.992,20220380.865,20220379.031,20220380.585,,,,,,-16694693.179,-13008849.604,20538344.135,20538341.525,20538343.352,-11764398.833,-9167063.281,22054974.673,22054973.388,22054973.957,-14109400.452,-10994337.261,21694594.844,21694591.778,21694594.182
11880,-19102410.229,-14884992.515,20227461.934,20227462.132,20227461.474,,,,,,-16305431.237,-12705528.345,20539167.288,20539167.839,20539166.939,-11062272.890,-8619952.242,22043149.380,22043150.960,22043149.320,-13611198.536,-10606127.706,21676088.818,21676087.291,21676088.405,-20506885.825,-15979388.763,20227441.045,20227438.577,20227440.541,,,,,,-16690469.395,-13005558.348,20539147.271,20539145.366,20539147.041,-11826647.145,-9215568.454,22043129.784,22043126.949,22043128.848,-14206721.727,-11070172.031,21676073.765,21676072.008,21676074.319
11910,-19065003.878,-14855844.702,20234580.363,20234580.457,20234579.814,,,,,,-16300894.754,-12701993.421,20540030.602,20540031.298,20540030.300,-11124034.916,-8668078.497,22031397.732,22031397.906,22031396.855,-13708155.316,-10681678.449,21657638.693,21657637.321,21657638.449,-20469483.295,-15950243.933,20234558.168,20234556.347,20234558.146,,,,,,-16685936.799,-13002026.453,20540009.406,20540007.890,20540009.663,-11888412.889,-9263697.601,22031374.741,22031374.208,22031375.062,-14303682.413,-11145725.813,21657624.555,21657620.490,21657623.605
11940,-19027295.789,-14826461.768,20241755.483,20241756.087,20241755.199,,,,,,-16296051.639,-12698219.566,20540951.593,20540952.857,20540951.604,-11185312.894,-8715827.561,22019736.971,22019736.921,22019735.702,-13804749.528,-10756946.667,21639257.410,21639255.956,21639256.514,-20431775.546,-15920861.268,20241733.883,20241731.709,20241733.803,,,,,,-16681094.090,-12998252.917,20540931.188,20540929.550,20540931.021,-11949691.074,-9311446.843,22019713.739,22019712.088,22019713.423,-14400277.053,-11220994.354,21639243.856,21639239.433,21639243.093
11970,-18989293.788,-14796849.818,20248987.259,20248987.671,20248987.046,,,,,,-16290909.340,-12694212.582,20541930.555,20541931.431,20541930.234,-11246110.452,-8763202.282,22008166.552,22008167.863,22008165.789,-13900984.182,-10831934.706,21620943.740,21620943.682,21620944.041,-20393758.215,-15891237.371,20248968.574,20248966.375,20248968.238,,,,,,-16675936.526,-12994234.036,20541913.403,20541910.945,20541912.821,-12010473.198,-9358809.523,22008148.918,22008146.580,22008147.877,-14496496.469,-11295970.524,21620933.802,21620929.311,21620932.905
12000,-18950983.915,-14766997.969,20256277.713,20256277.990,20256276.962,,,,,,-16285453.976,-12689961.643,20542969.413,20542969.267,20542968.504,-11306410.004,-8810188.945,21996691.929,21996692.963,21996691.709,-13996841.193,-10906628.487,21602703.001,21602702.189,21602702.750,-20355455.671,-15861391.229,20256256.562,20256255.120,20256256.598,,,,,,-16670488.548,-12989988.855,20542949.551,20542947.602,20542949.362,-12070779.957,-9405801.813,21996672.371,21996670.416,21996671.713,-14592360.882,-11370670.073,21602690.026,21602687.359,21602689.622
12030,-18912381.090,-14736917.842,20263623.543,20263623.389,20263622.971,,,,,,-16279700.638,-12685478.521,20544064.766,20544064.473,20544063.711,-11366223.244,-8856796.665,21985311.246,21985310.168,21985310.300,-14092331.542,-10981036.545,21584532.383,21584531.599,21584531.938,-20316855.552,-15831313.209,20263601.262,20263600.372,20263601.635,,,,,,-16664737.974,-12985507.886,20544045.040,20544041.867,20544044.018,-12130595.773,-9452411.532,21985290.038,21985287.611,21985289.156,-14687854.016,-11445080.306,21584518.679,21584515.762,21584518.102
12060,-18873477.243,-14706603.148,20271026.620,20271026.434,20271025.973,,,,,,-16273640.544,-12680756.368,20545217.293,20545217.252,20545216.452,-11425538.327,-8903016.211,21974023.517,21974022.661,21974022.406,-14187442.854,-11055149.257,21566433.019,21566432.222,21566432.400,-20277953.522,-15800999.930,20271005.267,20271002.781,20271004.664,,,,,,-16658679.761,-12980787.200,20545197.083,20545194.730,20545196.438,-12189912.550,-9498632.402,21974003.329,21974000.143,21974001.919,-14782967.231,-11519194.497,21566419.343,21566416.529,21566418.692
12090,-18834281.012,-14676060.627,20278485.682,20278485.642,20278485.176,,,,,,-16267282.449,-12675802.001,20546426.795,20546427.377,20546426.554,-11484360.165,-8948851.407,21962829.832,21962829.452,21962829.067,-14282179.620,-11128970.113,21548405.326,21548404.410,21548404.729,-20238757.778,-15770457.787,20278464.260,20278461.770,20278463.877,,,,,,-16652322.214,-12975833.263,20546407.040,20546404.510,20546406.432,-12248734.763,-9544467.884,21962809.417,21962806.218,21962808.480,-14877704.578,-11593015.812,21548390.776,21548388.397,21548390.411
12120,-18794792.874,-14645290.635,20285999.711,20285999.741,20285999.173,,,,,,-16260626.715,-12670615.711,20547694.109,20547693.998,20547693.181,-11542685.897,-8994300.042,21951730.245,21951730.633,21951729.442,-14376538.221,-11202496.297,21530449.401,21530448.998,21530449.096,-20199265.544,-15739684.613,20285979.376,20285976.766,20285978.865,,,,,,-16645662.451,-12970643.830,20547673.915,20547671.846,20547673.590,-12307056.286,-9589913.224,21951711.328,21951708.439,21951710.066,-14972059.167,-11666538.871,21530436.686,21530432.458,21530435.614
12150,-18755004.367,-14614286.601,20293571.702,20293571.307,20293570.691,,,,,,-16253665.014,-12665191.004,20549018.645,20549018.723,20549017.707,-11600503.402,-9039352.642,21940727.403,21940728.413,21940727.537,-14470505.894,-11275717.849,21512568.442,21512567.051,21512567.791,-20159477.733,-15708681.122,20293550.047,20293548.014,20293550.260,,,,,,-16638701.508,-12965219.716,20548998.200,20548996.386,20548998.136,-12364874.357,-9634966.268,21940708.196,21940705.840,21940707.492,-15066027.628,-11739761.043,21512554.508,21512550.857,21512553.996
12180,-18714920.997,-14583052.791,20301198.260,20301198.811,20301198.139,,,,,,-16246402.650,-12659532.016,20550399.954,20550400.666,20550399.506,-11657814.846,-9084010.906,21929821.884,21929823.099,21929820.976,-14564084.082,-11348635.920,21494761.171,21494760.047,21494760.548,-20119407.947,-15677457.901,20301175.520,20301173.082,20301175.010,,,,,,-16631452.797,-12959571.367,20550378.732,20550375.764,20550377.761,-12422199.284,-9679635.040,21929799.324,21929797.483,21929798.959,-15159619.499,-11812689.775,21494744.966,21494741.110,21494744.471
12210,-18674548.811,-14551593.940,20308880.780,20308881.429,20308880.592,,,,,,-16238845.452,-12653643.288,20551837.910,20551838.898,20551837.586,-11714622.504,-9128276.609,21919012.550,21919012.588,21919011.370,-14657274.575,-11421251.887,21477027.634,21477026.154,21477026.873,-20079031.510,-15645995.737,20308858.726,20308856.462,20308858.272,,,,,,-16623891.416,-12953679.378,20551816.387,20551814.682,20551816.511,-12479002.571,-9723897.336,21918990.091,21918988.223,21918989.215,-15252805.838,-11885302.499,21477012.392,21477008.197,21477011.945
12240,-18633890.970,-14519912.502,20316618.665,20316618.416,20316618.124,,,,,,-16230996.459,-12647527.189,20553331.297,20553332.215,20553331.107,-11770925.912,-9172149.396,21908297.332,21908298.821,21908296.980,-14750076.381,-11493564.986,21459367.820,21459366.879,21459366.705,-20038369.633,-15614311.148,20316595.999,20316594.226,20316595.748,,,,,,-16616038.451,-12947560.183,20553310.985,20553308.874,20553310.839,-12535301.826,-9767766.888,21908276.824,21908274.782,21908276.403,-15345603.706,-11957612.525,21459353.992,21459349.607,21459353.292
12270,-18592950.022,-14488010.463,20324408.821,20324408.905,20324408.630,,,,,,-16222858.198,-12641185.683,20554880.658,20554881.193,20554880.082,-11826724.158,-9215628.541,21897679.638,21897680.792,21897678.695,-14842487.565,-11565573.699,21441782.489,21441781.620,21441781.885,-19997435.230,-15582414.204,20324386.337,20324383.791,20324385.580,,,,,,-16607906.785,-12941223.815,20554859.388,20554856.454,20554858.501,-12591106.486,-9811251.034,21897656.477,21897655.382,21897656.833,-15438021.516,-12029626.402,21441766.013,21441763.256,21441766.085
12300,-18551716.674,-14455880.564,20332255.390,20332256.079,20332255.034,,,,,,-16214421.399,-12634611.547,20556485.668,20556486.361,20556485.532,-11882004.659,-9258704.256,21887160.278,21887160.879,21887159.479,-14934495.285,-11637268.039,21424274.157,21424273.341,21424273.282,-19956207.694,-15550288.840,20332231.502,20332229.323,20332230.981,,,,,,-16599475.868,-12934654.261,20556463.529,20556460.628,20556462.736,-12646392.682,-9854331.189,21887137.504,21887135.162,21887136.046,-15530035.155,-12101325.342,21424255.832,21424253.348,21424256.277
12330,-18510196.654,-14423527.301,20340156.411,20340156.454,20340155.716,,,,,,-16205691.333,-12627808.896,20558147.425,20558147.854,20558146.885,-11936769.363,-9301378.049,21876739.019,21876739.482,21876738.161,-15026100.762,-11708648.922,21406842.454,21406841.468,21406841.498,-19914689.367,-15517936.894,20340132.550,20340130.062,20340131.666,,,,,,-16590747.548,-12927852.974,20558123.399,20558121.683,20558123.490,-12701158.955,-9897006.205,21876714.791,21876713.044,21876714.102,-15621642.419,-12172707.627,21406824.789,21406821.107,21406824.466
12360,-18468391.591,-14390951.926,20348111.994,20348112.021,20348111.565,,,,,,-16196670.044,-12620779.317,20559864.082,20559864.555,20559863.645,-11991016.809,-9343648.789,21866416.421,21866416.770,21866415.570,-15117301.438,-11779714.390,21389486.205,21389485.893,21389485.896,-19872885.772,-15485362.662,20348086.562,20348084.738,20348086.664,,,,,,-16581727.796,-12920824.590,20559840.489,20559838.160,20559840.166,-12755407.745,-9939277.993,21866391.109,21866390.388,21866390.899,-15712844.671,-12243774.308,21389469.726,21389466.384,21389469.142
12390,-18426302.956,-14358155.584,20356120.887,20356120.980,20356120.594,,,,,,-16187359.117,-12613524.047,20561636.253,20561636.414,20561635.486,-12044745.303,-9385515.151,21856192.734,21856191.960,21856191.402,-15208095.549,-11850463.050,21372209.250,21372208.877,21372208.753,-19830812.462,-15452578.266,20356093.231,20356091.144,20356093.113,,,,,,-16572432.262,-12913581.316,20561609.422,20561607.180,20561608.984,-12809151.465,-9981156.222,21856164.830,21856162.928,21856164.322,-15803654.211,-12314534.994,21372188.178,21372185.758,21372188.079
12420,-18383944.897,-14325149.299,20364181.365,20364181.662,20364181.172,,,,,,-16177772.255,-12606053.761,20563460.070,20563460.292,20563459.772,-12097965.305,-9426985.279,21846065.060,21846064.725,21846063.726,-15298492.586,-11920902.298,21355007.365,21355007.169,21355006.764,-19788461.799,-15419577.742,20364151.692,20364150.350,20364151.716,,,,,,-16562852.864,-12906116.847,20563431.882,20563429.836,20563431.643,-12862378.751,-10022632.023,21846035.466,21846034.008,21846035.485,-15894058.745,-12384980.093,21354986.257,21354982.592,21354985.370
